mobley_id,atoms,coords,smiles,hfe
mobley_2197088,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[0.467, -0.751, 0.271], [-0.298, -2.032, 0.565], [-1.268, -2.376, -0.566], [-2.037, -3.665, -0.267], [-3.007, -4.007, -1.4], [-3.804, -5.292, -1.151], [-4.773, -5.631, -2.286], [-5.57, -6.916, -2.037], [-6.539, -7.258, -3.169], [-7.305, -8.539, -2.875], [1.155, -0.524, 1.092], [-0.216, 0.097, 0.156], [1.055, -0.847, -0.647], [-0.849, -1.914, 1.505], [0.415, -2.853, 0.706], [-0.712, -2.488, -1.505], [-1.976, -1.55, -0.706], [-2.585, -3.545, 0.674], [-1.328, -4.49, -0.128], [-2.441, -4.131, -2.331], [-3.698, -3.17, -1.561], [-4.347, -5.197, -0.204], [-3.091, -6.117, -1.028], [-5.472, -4.803, -2.447], [-4.207, -5.756, -3.217], [-4.857, -7.741, -1.914], [-6.119, -6.831, -1.091], [-7.259, -6.445, -3.312], [-5.988, -7.376, -4.109], [-7.993, -8.766, -3.696], [-6.622, -9.387, -2.761], [-7.893, -8.443, -1.957]]",CCCCCCCCCC,3.33
mobley_2198613,"['C', 'C', 'Cl', 'H', 'H', 'H', 'H', 'H']","[[0.154, -0.725, 0.806], [1.367, -0.368, 1.639], [2.832, -0.357, 0.634], [-0.744, -0.73, 1.431], [-0.0, 0.0, 0.0], [0.259, -1.719, 0.359], [1.514, -1.096, 2.442], [1.255, 0.625, 2.083]]",CCCl,0.78
mobley_2213823,"['C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[0.389, -0.96, -0.392], [-0.774, -1.807, -0.889], [-0.342, -3.044, -1.705], [0.542, -3.983, -0.879], [-1.601, -3.766, -2.229], [-1.3, -5.009, -3.054], [0.032, -0.098, 0.179], [1.033, -1.557, 0.263], [1.008, -0.599, -1.218], [-1.41, -1.169, -1.516], [-1.385, -2.116, -0.032], [0.24, -2.698, -2.57], [0.845, -4.857, -1.465], [0.023, -4.336, 0.017], [1.448, -3.476, -0.533], [-2.254, -4.04, -1.391], [-2.174, -3.075, -2.861], [-2.235, -5.469, -3.392], [-0.759, -5.759, -2.47], [-0.707, -4.76, -3.939]]",CCC(C)CC,2.61
mobley_2245668,"['C', 'C', 'C', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[0.998, -0.358, -0.274], [1.818, 0.747, -0.944], [1.158, 1.18, -2.251], [1.999, 1.949, -0.013], [2.675, 1.548, 1.171], [1.467, -0.673, 0.664], [0.914, -1.237, -0.922], [-0.013, -0.012, -0.038], [2.808, 0.329, -1.171], [1.738, 1.971, -2.737], [0.151, 1.57, -2.067], [1.074, 0.342, -2.952], [2.6, 2.725, -0.499], [1.032, 2.381, 0.267], [2.765, 2.34, 1.724]]",CC(C)CO,-3.13
mobley_2261979,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[5.84, -0.422, 0.183], [4.666, 0.296, -0.118], [3.405, -0.282, 0.122], [2.139, 0.283, -0.116], [0.973, -0.447, 0.188], [1.045, -1.742, 0.728], [2.291, -2.297, 0.961], [3.413, -1.571, 0.66], [4.542, -2.286, 0.959], [5.782, -1.717, 0.723], [4.201, -3.634, 1.521], [2.648, -3.642, 1.523], [6.807, 0.036, -0.007], [4.743, 1.297, -0.536], [2.05, 1.283, -0.533], [0.0, 0.0, -0.0], [0.137, -2.29, 0.956], [6.696, -2.256, 0.949], [4.593, -4.436, 0.888], [4.592, -3.748, 2.537], [2.262, -4.448, 0.891], [2.261, -3.76, 2.541]]",c1cc2cccc3c2c(c1)CC3,-4.2
mobley_2269032,"['C', 'C', 'H', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-2.151, -2.071, 2.389], [-1.884, -1.702, 0.928], [-2.005, -0.614, 0.831], [-0.497, -2.034, 0.494], [0.35, -1.028, 0.039], [1.648, -1.337, -0.366], [2.117, -2.66, -0.322], [3.421, -2.99, -0.727], [3.869, -4.31, -0.676], [3.023, -5.317, -0.221], [1.724, -5.007, 0.185], [1.256, -3.684, 0.14], [-0.048, -3.354, 0.545], [5.136, -4.613, -1.072], [5.53, -5.982, -0.994], [-2.924, -2.35, 0.025], [-3.492, -3.41, 0.247], [-3.164, -1.612, -1.091], [-2.048, -3.147, 2.565], [-1.463, -1.547, 3.062], [-3.172, -1.8, 2.68], [0.008, 0.003, -0.003], [2.292, -0.534, -0.719], [4.095, -2.215, -1.085], [3.366, -6.347, -0.179], [1.08, -5.81, 0.537], [-0.72, -4.132, 0.903], [6.559, -6.075, -1.34], [4.862, -6.579, -1.614], [5.458, -6.303, 0.044], [-2.65, -0.779, -1.164]]",C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,-12.2
mobley_2279874,"['C', 'O', 'C', 'O', 'C', 'O', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-0.64, 0.32, -0.831], [0.023, 0.0, -2.047], [-0.686, 0.475, -3.199], [-0.285, -0.222, -4.389], [-0.91, -1.493, -4.512], [-0.568, 1.897, -3.376], [0.775, 2.332, -3.542], [-0.06, -0.063, 0.013], [-1.639, -0.125, -0.832], [-0.727, 1.405, -0.748], [-1.758, 0.287, -3.058], [-0.569, -1.974, -5.429], [-1.993, -1.361, -4.532], [-0.632, -2.104, -3.652], [0.789, 3.416, -3.67], [1.206, 1.842, -4.417], [1.344, 2.061, -2.652]]",COC(OC)OC,-4.62
mobley_2294995,"['C', 'C', 'O', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.062, -0.268, -0.001], [1.91, 0.913, -0.422], [1.517, 1.324, -1.723], [2.198, 2.385, -2.239], [3.1, 3.013, -1.707], [1.339, -0.611, 1.0], [-0.0, -0.0, -0.001], [1.18, -1.099, -0.704], [2.968, 0.636, -0.445], [1.773, 1.75, 0.269], [1.805, 2.606, -3.244]]",CCOC=O,-3.87
mobley_2295058,"['C', 'O', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[0.584, -1.013, -3.506], [0.672, -1.031, -2.078], [1.929, -1.014, -1.566], [2.97, -0.985, -2.204], [1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [1.757, -1.099, 4.036], [-0.466, -1.029, -3.807], [1.105, -1.882, -3.916], [1.054, -0.1, -3.88], [3.766, -2.081, 0.094], [3.689, -2.116, 2.558], [-0.079, -0.036, 2.474], [-0.005, 0.004, 0.009], [2.543, -1.544, 4.391]]",COC(=O)c1ccc(cc1)O,-9.79
mobley_2310185,"['C', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.062, -0.268, -0.001], [1.91, 0.913, -0.422], [1.517, 1.324, -1.723], [1.339, -0.611, 1.0], [-0.0, -0.0, -0.001], [1.18, -1.099, -0.704], [2.968, 0.636, -0.445], [1.773, 1.75, 0.269], [2.079, 2.079, -1.961]]",CCO,-3.39
mobley_2316618,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'N', 'C', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.29, -1.687, -0.352], [0.956, -0.463, 0.226], [1.848, 0.168, 1.093], [3.081, -0.428, 1.384], [3.416, -1.654, 0.806], [2.518, -2.284, -0.064], [4.713, -2.294, 1.104], [5.008, -3.369, 0.597], [5.652, -1.618, 2.024], [6.885, -2.214, 2.315], [7.777, -1.583, 3.182], [7.442, -0.359, 3.759], [6.215, 0.238, 3.472], [5.317, -0.392, 2.602], [4.019, 0.248, 2.304], [3.691, 1.322, 2.791], [5.947, 1.479, 4.095], [6.869, 2.114, 4.982], [6.315, 3.446, 5.509], [5.104, 3.193, 6.21], [0.594, -2.176, -1.026], [0.0, 0.0, -0.0], [1.562, 1.122, 1.528], [2.755, -3.238, -0.527], [7.168, -3.167, 1.878], [8.733, -2.045, 3.407], [8.149, 0.119, 4.433], [5.065, 1.905, 3.889], [7.84, 2.303, 4.473], [7.089, 1.462, 5.855], [6.094, 4.146, 4.696], [7.029, 3.911, 6.196], [4.781, 4.051, 6.529]]",c1ccc2c(c1)C(=O)c3cccc(c3C2=O)NCCO,-13.6
mobley_2328633,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.644, 1.019, -8.587], [1.097, 1.215, -7.182], [1.119, -0.09, -6.386], [0.569, 0.111, -4.973], [0.591, -1.193, -4.177], [0.045, -0.998, -2.773], [-1.428, -0.601, -2.751], [-1.873, -0.906, -1.324], [-0.915, -1.977, -0.8], [0.049, -2.278, -1.943], [1.624, 1.958, -9.15], [1.04, 0.285, -9.13], [2.676, 0.656, -8.559], [0.071, 1.595, -7.245], [1.694, 1.976, -6.667], [2.147, -0.468, -6.329], [0.524, -0.849, -6.907], [-0.459, 0.49, -5.029], [1.164, 0.87, -4.451], [-0.006, -1.954, -4.692], [1.617, -1.574, -4.114], [0.637, -0.229, -2.26], [-1.58, 0.452, -3.011], [-2.008, -1.208, -3.456], [-1.803, -0.007, -0.701], [-2.914, -1.243, -1.296], [-0.368, -1.591, 0.068], [-1.447, -2.879, -0.478], [1.048, -2.536, -1.579], [-0.325, -3.127, -2.529]]",CCCCCC1CCCC1,2.38
mobley_2341732,"['C', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-0.51, 0.907, 0.341], [-0.574, 0.957, 1.859], [0.824, 0.959, 2.478], [0.756, 1.009, 4.003], [2.131, 1.011, 4.632], [3.188, 0.977, 4.017], [1.996, 1.055, 5.99], [3.22, 1.061, 6.732], [-1.514, 0.907, -0.094], [0.036, 1.768, -0.057], [0.003, -0.002, 0.013], [-1.119, 1.857, 2.167], [-1.141, 0.093, 2.223], [1.393, 1.82, 2.105], [1.369, 0.061, 2.162], [0.211, 0.135, 4.378], [0.234, 1.919, 4.32], [2.985, 1.097, 7.794], [3.804, 1.929, 6.436], [3.762, 0.147, 6.5]]",CCCCC(=O)OC,-3.49
mobley_2354112,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.266, -2.241, -2.208], [1.931, -1.014, -1.603], [1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [-0.288, 0.076, 2.612], [1.305, -2.215, -3.302], [0.215, -2.289, -1.907], [1.757, -3.163, -1.876], [1.44, -0.106, -1.974], [2.973, -0.953, -1.939], [3.765, -2.08, 0.092], [3.685, -2.115, 2.563], [1.772, -1.098, 3.762], [-0.002, 0.001, 0.002], [-0.174, -0.018, 3.571]]",CCc1cccc(c1)O,-5.27
mobley_2364370,"['C', 'C', 'C', 'C', 'O', 'C', 'O', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[0.39, -1.021, -0.085], [-0.58, -2.024, 0.52], [-1.931, -1.992, -0.189], [-2.905, -2.995, 0.414], [-4.138, -2.916, -0.288], [-5.123, -3.763, 0.141], [-5.032, -4.566, 1.059], [-6.358, -3.569, -0.686], [1.356, -1.05, 0.429], [0.559, -1.23, -1.146], [-0.01, -0.006, 0.003], [-0.147, -3.029, 0.452], [-0.712, -1.799, 1.585], [-2.365, -0.987, -0.134], [-1.804, -2.207, -1.257], [-2.519, -4.016, 0.326], [-3.09, -2.774, 1.47], [-6.334, -4.237, -1.55], [-6.43, -2.526, -1.006], [-7.239, -3.809, -0.083]]",CCCCOC(=O)C,-3.41
mobley_2371092,"['C', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[2.333, 0.903, 1.025], [1.388, -0.068, 1.652], [0.227, -0.42, 0.973], [-0.632, -1.322, 1.58], [-0.409, -1.882, 2.791], [0.73, -1.516, 3.421], [1.652, -0.623, 2.9], [2.88, -0.28, 3.67], [3.069, 0.369, 0.417], [1.797, 1.614, 0.389], [2.859, 1.484, 1.79], [-0.008, -0.005, -0.001], [-1.551, -1.629, 1.092], [0.88, -1.981, 4.39], [3.696, -0.97, 3.418], [3.214, 0.744, 3.456], [2.702, -0.335, 4.753]]",Cc1ccncc1C,-3.2
mobley_2390199,"['C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.014, 0.394, 0.116], [1.117, 1.215, 1.391], [2.52, 1.787, 1.577], [2.651, 2.614, 2.847], [1.709, 2.784, 3.619], [4.025, 3.215, 3.097], [4.083, 4.03, 4.386], [5.466, 4.619, 4.612], [0.005, -0.012, -0.008], [1.24, 1.017, -0.755], [1.722, -0.441, 0.13], [0.854, 0.586, 2.249], [0.383, 2.029, 1.358], [2.775, 2.431, 0.728], [3.251, 0.973, 1.629], [4.274, 3.853, 2.242], [4.748, 2.394, 3.143], [3.346, 4.842, 4.349], [3.815, 3.398, 5.241], [5.498, 5.202, 5.538], [6.21, 3.82, 4.687], [5.753, 5.274, 3.783]]",CCCC(=O)CCC,-2.7
mobley_2402487,"['C', 'C', 'O', 'C', 'O', 'C', 'C', 'O', 'O', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[0.599, -0.511, 1.948], [0.098, -0.906, 0.576], [-1.171, -1.556, 0.711], [-1.748, -1.97, -0.457], [-1.275, -1.831, -1.575], [-3.069, -2.626, -0.136], [-3.857, -3.151, -1.311], [-3.516, -3.088, -2.484], [-5.015, -3.711, -0.847], [-5.879, -4.261, -1.847], [-7.1, -4.833, -1.167], [1.569, -0.011, 1.881], [-0.112, 0.161, 2.441], [0.7, -1.393, 2.59], [0.798, -1.596, 0.095], [-0.025, -0.022, -0.057], [-2.866, -3.473, 0.529], [-3.691, -1.882, 0.375], [-6.153, -3.463, -2.537], [-5.33, -5.036, -2.382], [-7.783, -5.263, -1.905], [-6.818, -5.611, -0.45], [-7.631, -4.058, -0.604]]",CCOC(=O)CC(=O)OCC,-6.72
mobley_2410897,"['C', 'C', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[0.407, 0.187, 0.999], [1.211, -0.976, 1.472], [2.315, -1.236, 0.59], [-0.433, 0.382, 1.675], [1.028, 1.087, 0.928], [-0.001, -0.023, 0.004], [0.594, -1.879, 1.509], [1.618, -0.787, 2.469], [3.167, -0.709, 0.699], [2.162, -1.785, -0.242]]",CCN,-3.16
mobley_2422586,"['C', 'C', 'C', 'O', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-0.002, -0.666, 0.869], [1.244, -0.443, 1.706], [1.275, -1.349, 2.927], [2.463, -1.09, 3.662], [2.55, -1.909, 4.82], [-0.01, -0.007, -0.006], [-0.043, -1.7, 0.515], [-0.907, -0.471, 1.453], [1.297, 0.605, 2.024], [2.139, -0.618, 1.096], [0.415, -1.159, 3.577], [1.271, -2.404, 2.632], [3.473, -1.68, 5.355], [2.536, -2.958, 4.521], [1.693, -1.7, 5.462]]",CCCOC,-0.6
mobley_242480,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'N', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.29, -1.687, -0.352], [0.956, -0.463, 0.226], [1.848, 0.168, 1.093], [3.081, -0.428, 1.384], [3.416, -1.654, 0.806], [2.518, -2.284, -0.064], [4.713, -2.294, 1.104], [4.971, -3.369, 0.579], [5.652, -1.618, 2.024], [6.885, -2.214, 2.315], [7.777, -1.583, 3.182], [7.442, -0.359, 3.759], [6.215, 0.238, 3.472], [5.317, -0.392, 2.602], [4.019, 0.248, 2.304], [3.691, 1.322, 2.793], [5.947, 1.479, 4.094], [7.294, -3.452, 1.768], [0.594, -2.176, -1.026], [0.001, 0.001, -0.001], [1.562, 1.122, 1.529], [2.751, -3.238, -0.528], [8.738, -2.034, 3.417], [8.149, 0.12, 4.433], [6.612, 1.851, 4.74], [5.059, 1.912, 3.948], [6.662, -3.954, 1.18], [8.166, -3.843, 2.054]]",c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)N)N,-15.25
mobley_2451097,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'H', 'H', 'H', 'H', 'H']","[[1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [1.756, -1.101, 4.104], [1.72, -1.118, 5.265], [1.917, -1.021, -1.198], [3.761, -2.078, 0.084], [3.693, -2.119, 2.55], [-0.084, -0.033, 2.466], [-0.001, -0.001, 0.0]]",c1ccc(cc1)C#N,-3.24
mobley_2457863,"['C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[0.835, -0.393, -2.138], [1.927, -1.016, -1.473], [1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [-0.288, 0.075, 2.613], [0.99, -0.444, -3.219], [0.76, 0.649, -1.819], [-0.086, -0.92, -1.879], [3.764, -2.078, 0.089], [3.685, -2.114, 2.563], [1.771, -1.099, 3.762], [-0.0, 0.001, -0.001], [-0.923, 0.446, 1.979]]",COc1cccc(c1)O,-6.97
mobley_2481002,"['C', 'N', 'O', 'O', 'Cl', 'Cl', 'Cl']","[[0.577, -0.03, 0.16], [-0.884, 0.063, -0.239], [-1.403, -0.887, -0.842], [-1.49, 1.105, 0.062], [0.684, -1.435, 1.218], [1.467, -0.225, -1.349], [1.05, 1.449, 0.998]]",C([N+](=O)[O-])(Cl)(Cl)Cl,-0.38
mobley_2484519,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [1.755, -1.101, 4.166], [2.539, 0.345, 4.841], [1.918, -1.021, -1.198], [3.76, -2.078, 0.084], [3.69, -2.117, 2.555], [-0.08, -0.035, 2.471], [-0.001, -0.001, 0.0], [2.267, -1.984, 4.571], [0.722, -1.131, 4.537]]",c1ccc(cc1)CCl,-1.74
mobley_2487143,"['C', 'C', 'C', 'C', 'C', 'O', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[5.232, -3.773, 0.938], [4.101, -2.995, 0.286], [3.245, -2.273, 1.326], [2.11, -1.493, 0.667], [1.235, -0.759, 1.673], [1.461, -0.82, 2.887], [0.061, 0.054, 1.094], [5.84, -4.287, 0.186], [5.885, -3.095, 1.497], [4.843, -4.521, 1.636], [3.478, -3.685, -0.295], [4.523, -2.268, -0.418], [3.873, -1.589, 1.91], [2.83, -3.002, 2.033], [2.521, -0.747, -0.022], [1.467, -2.176, 0.102], [-0.85, -0.553, 1.015], [-0.196, 0.93, 1.702], [0.285, 0.425, 0.086]]",CCCCC(=O)C,-3.01
mobley_2489709,"['C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'Cl', 'H', 'H', 'H', 'H']","[[1.885, -1.036, -0.112], [2.921, -1.631, 0.608], [2.878, -1.652, 2.002], [1.8, -1.079, 2.676], [0.764, -0.484, 1.955], [0.807, -0.463, 0.561], [-0.599, 0.243, 2.732], [1.804, -1.137, 4.403], [1.919, -1.02, -1.198], [3.761, -2.077, 0.084], [3.694, -2.12, 2.548], [0.008, -0.004, -0.017]]",c1ccc(c(c1)Cl)Cl,-0.55
mobley_2492140,"['C', 'C', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'H']","[[-0.493, 0.403, -0.476], [0.449, -0.471, 0.377], [1.865, -1.008, -0.597], [-0.399, -1.962, 0.925], [1.059, 0.392, 1.827], [-1.928, 0.973, 0.436], [0.327, 1.841, -1.165], [-0.878, -0.167, -1.328]]",C(C(Cl)(Cl)Cl)(Cl)Cl,0.06
mobley_2493732,"['C', 'C', 'Cl', 'Cl', 'H', 'H']","[[-0.959, 0.062, -0.538], [-1.74, -1.02, -0.761], [-1.283, -2.597, -0.21], [-3.244, -0.892, -1.612], [-1.234, 1.072, -0.882], [0.0, 0.0, 0.0]]",C=C(Cl)Cl,1.11
mobley_2501588,"['C', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'O', 'O', 'C', 'F', 'F', 'F', 'N', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[3.448, 3.606, -0.029], [3.634, 2.845, -1.334], [2.619, 1.722, -1.511], [2.801, 1.009, -2.745], [2.71, 1.748, -4.009], [1.367, 2.354, -4.147], [1.184, 3.847, -4.034], [1.015, 3.17, -5.365], [3.077, -0.369, -2.767], [4.397, -0.817, -2.739], [4.671, -2.185, -2.761], [3.623, -3.105, -2.81], [2.303, -2.657, -2.838], [2.029, -1.289, -2.816], [0.672, -0.862, -2.845], [0.126, -0.656, -3.955], [0.064, -0.704, -1.761], [3.915, -4.567, -2.833], [5.249, -4.859, -2.802], [3.376, -5.249, -1.78], [3.433, -5.181, -3.953], [5.487, 0.097, -2.688], [5.919, 0.461, -1.569], [5.981, 0.51, -3.763], [4.191, 4.404, 0.069], [2.454, 4.063, 0.002], [3.538, 2.942, 0.837], [4.643, 2.415, -1.348], [3.569, 3.547, -2.173], [2.722, 0.993, -0.702], [1.594, 2.107, -1.495], [3.491, 2.501, -3.977], [2.916, 1.029, -4.795], [0.583, 1.727, -3.729], [0.294, 4.213, -3.538], [2.063, 4.462, -3.89], [0.011, 3.083, -5.763], [1.781, 3.332, -6.114], [5.699, -2.54, -2.738], [1.49, -3.379, -2.878]]",CCC[N@@](CC1CC1)c2c(cc(cc2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],-1.96
mobley_2517158,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'Br', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[-3.64, 0.497, 0.528], [-2.163, 0.628, 0.862], [-1.284, 0.089, -0.266], [0.202, 0.222, 0.074], [1.08, -0.319, -1.057], [2.579, -0.208, -0.766], [3.445, -0.747, -1.893], [5.327, -0.559, -1.421], [-4.25, 0.889, 1.348], [-3.889, 1.059, -0.378], [-3.916, -0.55, 0.37], [-1.954, 0.083, 1.79], [-1.927, 1.683, 1.045], [-1.5, 0.635, -1.192], [-1.526, -0.966, -0.448], [0.408, -0.323, 1.002], [0.444, 1.276, 0.255], [0.868, 0.242, -1.975], [0.821, -1.365, -1.259], [2.816, 0.85, -0.595], [2.811, -0.731, 0.171], [3.285, -1.813, -2.071], [3.301, -0.192, -2.823]]",CCCCCCCBr,1.22
mobley_2518989,"['C', 'C', 'O', 'P', 'S', 'O', 'C', 'C', 'S', 'C', 'H', 'C', 'Cl', 'N', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[2.029, 4.121, 3.84], [0.729, 3.757, 3.155], [1.017, 3.014, 1.982], [-0.195, 2.477, 1.025], [-1.291, 3.944, 0.319], [-0.993, 1.592, 2.144], [-2.175, 0.89, 1.794], [-2.698, 0.162, 3.014], [0.669, 1.103, -0.352], [1.398, -0.23, 0.653], [0.721, -0.459, 1.482], [1.653, -1.487, -0.177], [2.366, -2.8, 0.794], [2.628, 0.237, 1.239], [3.718, 0.673, 0.506], [3.869, 0.757, -0.698], [4.738, 1.045, 1.486], [6.012, 1.539, 1.296], [6.768, 1.808, 2.44], [6.241, 1.581, 3.728], [4.947, 1.08, 3.897], [4.219, 0.822, 2.753], [2.86, 0.304, 2.602], [2.133, 0.01, 3.532], [1.843, 4.696, 4.751], [2.593, 3.219, 4.101], [2.664, 4.712, 3.173], [0.178, 4.66, 2.874], [0.105, 3.147, 3.815], [-2.917, 1.608, 1.429], [-1.941, 0.18, 0.994], [-3.611, -0.391, 2.778], [-1.948, -0.54, 3.394], [-2.911, 0.868, 3.823], [0.711, -1.874, -0.58], [2.314, -1.292, -1.03], [6.417, 1.714, 0.306], [7.778, 2.199, 2.338], [6.852, 1.799, 4.6], [4.542, 0.906, 4.886]]",CCOP(=S)(OCC)S[C@@H](CCl)N1C(=O)c2ccccc2C1=O,-16.52
mobley_2523689,"['C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'O', 'C', 'C', 'C', 'N', 'N', 'Cl', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[[6.03, 0.704, -6.736], [6.314, -0.139, -5.661], [5.393, -0.28, -4.623], [4.187, 0.421, -4.66], [3.903, 1.263, -5.736], [4.824, 1.404, -6.773], [3.234, 0.275, -3.587], [1.845, 0.373, -3.733], [1.24, 0.513, -4.796], [1.04, 0.27, -2.478], [1.603, 0.036, -1.291], [3.063, -0.106, -1.34], [3.818, 0.004, -2.378], [1.006, -0.089, -0.075], [-0.673, 0.461, -2.633], [6.747, 0.813, -7.544], [7.252, -0.685, -5.633], [5.625, -0.939, -3.79], [2.967, 1.814, -5.776], [4.602, 2.059, -7.611], [3.554, -0.325, -0.377], [1.576, -0.266, 0.726], [0.013, -0.0, -0.015]]",c1ccc(cc1)n2c(=O)c(c(cn2)N)Cl,-16.04
